ds,yhat,yhat_lower,yhat_upper,trend,weekly,yearly,extra_regressors_multiplicative,Volume_lag1_effect,EMA_lag1_effect,y,Volume,EMA,Volume_lag1,EMA_lag1,y_change,direction
2017-12-21,358.5369676701032,330.8830078594939,388.20898927010836,107.47058327056577,3.912268499998481,-0.000281613564401895,-1.575846365381376,-0.002613075741919119,-1.5732332896394567,351.25,110469,356.0970655002196,110058.0,356.14577972635243,2.0,1
2017-12-22,358.8723118295697,330.2474131157145,386.2711530020271,103.12797803984799,4.166359245301866,-0.0014937930505194716,-1.684992011012115,-0.0017449805522985716,-1.6832470304598166,352.0,54881,356.05629867932186,110469.0,356.0970655002196,0.75,1
2017-12-26,357.6331250404001,329.9205084749368,383.3476129267379,93.82786679426475,4.4862831209072604,-0.029302834427167038,-1.6453927777863497,-0.003503251231998563,-1.6418895265543512,352.75,65864,356.02340018500024,54881.0,356.05629867932186,0.75,1
2017-12-27,357.10572047978854,329.7791888705456,384.5060919470635,85.48968348947828,4.646362572215031,-0.04848260089299858,-1.42070085562511,-5.296978778331933e-05,-1.4206478858373266,353.75,93748,356.00077928763704,65864.0,356.02340018500024,1.0,1
2017-12-28,355.30432508750613,328.4183334385143,381.21405414151087,78.23624621631586,5.011074900000793,-0.06846335697364903,-1.4011829562679683,0.0012639549183205308,-1.4024469111862887,352.0,102485,355.9609705385064,93748.0,356.00077928763704,-1.75,0
2017-12-29,355.70990296733765,328.71627750555,381.64726573357797,95.45665961990723,3.8017193169490255,-0.06050214381148775,-1.014815009226541,0.0013864668251998915,-1.016201476051741,350.75,100183,355.90912008538686,102485.0,355.9609705385064,-1.25,0
2018-01-02,356.458392362227,331.4440364409204,383.3309369313484,78.22003780273462,4.684557120234857,-0.08081635348494914,-1.0466170120773557,0.002077935682702289,-1.048694947760058,353.25,150143,355.8826611790646,100183.0,355.90912008538686,2.5,1
2018-01-03,356.15311096260825,329.9981093755869,381.4064591160191,72.448363176052,4.96699017161531,-0.0964197364574273,-0.9546124293552668,-1.0836387147978014e-06,-0.954611345716552,353.0,138593,355.853977983253,150143.0,355.8826611790646,-0.25,0
2018-01-04,355.5593874040938,330.1174539264616,381.6135744444166,73.96096734393298,4.4041411999988735,-0.10526320840138004,-0.4914856578726919,0.00047664513177322296,-0.4919623030044651,351.0,179965,355.8056796948624,138593.0,355.853977983253,-2.0,0
2018-01-05,355.4020640519596,328.8112879222313,380.65862750774244,79.20622664243669,3.7871947357630193,-0.11332638340778807,-0.18682132186906675,-0.0010532120823060322,-0.18576810978676073,351.25,143914,355.7603495486449,179965.0,355.8056796948624,0.25,1
